"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","SOCSUPPORT","TRY","PC","A","2010",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2011",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2012",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2013",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2014",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2015",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2016",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2017",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2018",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2019",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2020",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2021",95.30189037323,
"AUS","SOCSUPPORT","TRY","PC","A","2022",95.30189037323,
"AUS","SOCSUPPORT","SRY","PC","A","2010",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2011",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2012",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2013",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2014",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2015",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2016",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2017",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2018",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2019",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2020",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2021",93.6983406543732,
"AUS","SOCSUPPORT","SRY","PC","A","2022",93.6983406543732,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",92.9866254329681,
"AUS","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",92.9866254329681,
"AUS","SOCSUPPORT","OLD","PC","A","2010",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2011",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2012",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2013",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2014",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2015",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2016",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2017",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2018",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2019",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2020",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2021",92.872953414917,
"AUS","SOCSUPPORT","OLD","PC","A","2022",92.872953414917,
"AUS","SOCSUPPORT","YOUNG","PC","A","2010",97.1230804920196,
"AUS","SOCSUPPORT","YOUNG","PC","A","2013",97.1230804920196,
"AUS","SOCSUPPORT","YOUNG","PC","A","2014",97.1230804920196,
"AUS","SOCSUPPORT","YOUNG","PC","A","2019",97.1230804920196,
"AUS","SOCSUPPORT","YOUNG","PC","A","2021",97.1230804920196,
"AUT","SOCSUPPORT","TRY","PC","A","2010",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2011",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2012",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2013",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2014",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2015",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2016",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2017",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2018",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2019",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2020",93.1402206420898,
"AUT","SOCSUPPORT","TRY","PC","A","2021",93.1402206420898,
"AUT","SOCSUPPORT","SRY","PC","A","2010",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2011",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2012",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2013",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2014",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2015",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2016",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2017",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2018",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2019",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2020",92.157632112503,
"AUT","SOCSUPPORT","SRY","PC","A","2021",92.157632112503,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",92.5604343414306,
"AUT","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",92.5604343414306,
"AUT","SOCSUPPORT","OLD","PC","A","2010",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2011",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2012",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2013",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2014",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2015",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2016",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2017",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2018",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2019",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2020",90.1502728462219,
"AUT","SOCSUPPORT","OLD","PC","A","2021",90.1502728462219,
"AUT","SOCSUPPORT","YOUNG","PC","A","2010",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2013",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2014",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2015",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2016",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2017",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2018",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2019",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2020",95.3938722610474,
"AUT","SOCSUPPORT","YOUNG","PC","A","2021",95.3938722610474,
"BEL","SOCSUPPORT","PRY","PC","A","2010",91.2839651107788,
"BEL","SOCSUPPORT","PRY","PC","A","2012",91.2839651107788,
"BEL","SOCSUPPORT","TRY","PC","A","2010",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2011",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2012",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2013",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2014",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2015",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2016",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2017",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2018",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2019",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2020",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2021",93.3764040470123,
"BEL","SOCSUPPORT","TRY","PC","A","2022",93.3764040470123,
"BEL","SOCSUPPORT","SRY","PC","A","2010",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2011",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2012",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2013",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2014",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2015",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2016",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2017",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2018",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2019",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2020",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2021",90.6865000724792,
"BEL","SOCSUPPORT","SRY","PC","A","2022",90.6865000724792,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",91.3472533226013,
"BEL","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",91.3472533226013,
"BEL","SOCSUPPORT","OLD","PC","A","2010",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2011",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2012",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2013",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2014",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2015",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2016",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2017",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2018",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2019",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2020",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2021",90.3284013271332,
"BEL","SOCSUPPORT","OLD","PC","A","2022",90.3284013271332,
"BEL","SOCSUPPORT","YOUNG","PC","A","2010",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2011",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2012",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2013",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2014",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2015",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2016",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2017",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2018",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2019",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2020",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2021",94.1217124462128,
"BEL","SOCSUPPORT","YOUNG","PC","A","2022",94.1217124462128,
"CAN","SOCSUPPORT","TRY","PC","A","2010",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2011",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2012",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2013",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2014",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2015",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2016",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2017",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2018",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2019",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2020",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2021",94.0020799636841,
"CAN","SOCSUPPORT","TRY","PC","A","2022",94.0020799636841,
"CAN","SOCSUPPORT","SRY","PC","A","2010",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2011",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2012",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2013",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2014",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2015",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2016",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2017",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2018",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2019",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2020",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2021",92.8007662296295,
"CAN","SOCSUPPORT","SRY","PC","A","2022",92.8007662296295,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",92.7117824554444,
"CAN","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",92.7117824554444,
"CAN","SOCSUPPORT","OLD","PC","A","2010",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2011",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2012",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2013",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2014",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2015",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2016",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2017",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2018",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2019",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2020",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2021",92.1233355998993,
"CAN","SOCSUPPORT","OLD","PC","A","2022",92.1233355998993,
"CAN","SOCSUPPORT","YOUNG","PC","A","2011",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2012",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2013",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2014",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2015",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2016",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2017",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2018",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2019",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2020",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2021",95.3045904636383,
"CAN","SOCSUPPORT","YOUNG","PC","A","2022",95.3045904636383,
"CZE","SOCSUPPORT","PRY","PC","A","2010",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2011",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2012",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2013",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2014",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2016",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2017",85.7950091362,
"CZE","SOCSUPPORT","PRY","PC","A","2018",85.7950091362,
"CZE","SOCSUPPORT","TRY","PC","A","2010",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2011",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2012",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2013",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2014",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2015",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2016",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2017",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2018",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2020",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2021",94.2956328392029,
"CZE","SOCSUPPORT","TRY","PC","A","2022",94.2956328392029,
"CZE","SOCSUPPORT","SRY","PC","A","2010",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2011",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2012",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2013",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2014",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2015",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2016",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2017",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2018",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2020",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2021",90.255731344223,
"CZE","SOCSUPPORT","SRY","PC","A","2022",90.255731344223,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",90.0627791881561,
"CZE","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",90.0627791881561,
"CZE","SOCSUPPORT","OLD","PC","A","2010",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2011",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2012",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2013",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2014",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2015",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2016",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2017",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2018",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2020",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2021",88.1549179553986,
"CZE","SOCSUPPORT","OLD","PC","A","2022",88.1549179553986,
"CZE","SOCSUPPORT","YOUNG","PC","A","2010",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2011",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2012",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2013",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2014",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2015",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2016",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2017",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2018",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2020",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2021",94.595330953598,
"CZE","SOCSUPPORT","YOUNG","PC","A","2022",94.595330953598,
"DNK","SOCSUPPORT","TRY","PC","A","2010",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2011",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2012",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2013",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2014",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2015",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2016",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2017",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2018",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2019",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2020",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2021",96.0096299648285,
"DNK","SOCSUPPORT","TRY","PC","A","2022",96.0096299648285,
"DNK","SOCSUPPORT","SRY","PC","A","2010",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2011",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2012",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2013",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2014",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2015",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2016",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2017",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2018",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2019",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2020",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2021",95.6698536872864,
"DNK","SOCSUPPORT","SRY","PC","A","2022",95.6698536872864,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",95.6400752067566,
"DNK","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",95.6400752067566,
"DNK","SOCSUPPORT","OLD","PC","A","2010",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2011",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2012",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2013",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2014",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2015",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2016",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2017",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2018",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2019",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2020",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2021",93.8519179821014,
"DNK","SOCSUPPORT","OLD","PC","A","2022",93.8519179821014,
"DNK","SOCSUPPORT","YOUNG","PC","A","2010",98.5219836235046,
"DNK","SOCSUPPORT","YOUNG","PC","A","2011",98.5219836235046,
"DNK","SOCSUPPORT","YOUNG","PC","A","2012",98.5219836235046,
"DNK","SOCSUPPORT","YOUNG","PC","A","2013",98.5219836235046,
"DNK","SOCSUPPORT","YOUNG","PC","A","2014",98.5219836235046,
